ID Zone Row Col Volts Deg. Depth Side Eval Channel Location Extent

1 A 1 25 0.000 0 PLG TEI unplugged 0.000

2 A 2 13 0.000 0 PLG 0.000

3 A 3 22 0.000 0 PLG 0.000

4 A 4 13 0.000 0 PLG 0.000

5 A 4 14 0.000 0 PLG 0.000

6 A 4 22 0.000 0 PLG 0.000

7 A 4 26 0.000 0 PLG 0.000

8 A 4 39 0.000 0 PLG 0.000

9 A 5 6 0.000 0 PLG 0.000

10 A 5 35 0.000 0 PLG 0.000

11 A 5 37 0.000 0 PLG 0.000

12 A 6 12 0.000 0 PLG 0.000

13 A 6 25 0.000 0 PLG 0.000

14 A 6 31 0.000 0 PLG 0.000

15 A 6 42 0.000 0 PLG 0.000

16 A 7 14 0.000 0 PLG 0.000

17 A 7 20 0.000 0 PLG 0.000

18 A 8 9 0.000 0 PLG 0.000

19 A 8 12 0.000 0 PLG 0.000

20 A 9 5 0.000 0 PLG 0.000

21 A 9 11 0.000 0 PLG 0.000

22 A 9 49 0.000 0 PLG 0.000

23 A 10 3 0.000 0 PLG 0.000

24 A 10 12 0.000 0 PLG 0.000

25 A 10 55 0.000 0 PLG 0.000

26 A 12 20 0.000 0 PLG 0.000

27 A 12 37 0.000 0 PLG 0.000

28 A 12 40 0.000 0 PLG 0.000

29 A 13 33 0.000 0 PLG 0.000

30 A 14 11 0.000 0 PLG 0.000

31 A 14 13 0.000 0 PLG 0.000

32 A 14 14 0.000 0 PLG 0.000

33 A 14 16 0.000 0 PLG 0.000

34 A 16 34 0.000 0 PLG 0.000

35 A 17 10 0.000 0 PLG 0.000

36 A 17 19 0.000 0 PLG 0.000

37 A 17 29 0.000 0 PLG 0.000

38 A 17 32 0.000 0 PLG 0.000

39 A 17 47 0.000 0 PLG 0.000

40 A 17 49 0.000 0 PLG 0.000

41 A 20 2 0.000 0 PLG 0.000

42 A 20 3 0.000 0 PLG 0.000

43 A 20 54 0.000 0 PLG 0.000

44 A 23 7 0.000 0 PLG 0.000

45 A 23 35 0.000 0 PLG 0.000

46 A 24 23 0.000 0 PLG 0.000

47 A 25 3 0.000 0 PLG 0.000

48 A 26 42 0.000 0 PLG 0.000

49 A 26 49 0.000 0 PLG 0.000

50 A 27 19 0.000 0 PLG 0.000

51 A 28 29 0.000 0 PLG 0.000

52 A 28 47 0.000 0 PLG 0.000

53 A 28 48 0.000 0 PLG 0.000

54 A 28 50 0.000 0 PLG TEI unplugged 0.000

55 A 29 30 0.000 0 PLG 0.000

56 A 30 13 0.000 0 PLG 0.000

57 A 30 25 0.000 0 PLG 0.000

58 A 1 1 0.680 7 21.55 In PIT D180 TSP11 + 0.365m 0.020

59 A 1 2 1.090 10 28.08 In PIT D180 TSP11 + 0.171m 0.010

60 A 1 3 0.930 5 15.78 In PIT D180 TSP10 + 0.316m 0.020

61 A 1 4 1.340 9 26.45 In PIT D180 TSP10 + 0.204m 0.020

62 A 1 5 1.580 4 13.92 In PIT D180 TSP9 + 0.453m 0.050

63 A 1 6 1.400 3 10.89 In PIT D180 TSP5 + 0.288m 0.030

64 A 1 7 1.110 6 18.61 In PIT D180 TSP10 + 0.395m 0.020

65 A 1 8 0.960 16 42.39 In PIT D180 TSP11 + 0.283m 0.010

66 A 1 9 0.830 7 20.30 In PIT D180 TSP8 + 0.218m 0.020

67 A 1 10 1.320 5 16.50 In PIT D180 TSP10 + 0.155m 0.010

68 A 1 12 1.390 12 31.93 In PIT D180 TSP11 + 0.312m 0.010

69 A 1 13 1.180 8 22.36 In PIT D180 TSP8 + 0.282m 0.030

70 A 1 14 0.730 4 13.46 In PIT D180 TSP11 + 0.260m 0.010

71 A 1 15 0.590 3 12.09 In PIT D180 TSP11 + 0.211m 0.010

72 A 1 16 0.650 5 16.97 In PIT D180 TSP10 + 0.150m 0.030

73 A 1 17 0.730 6 19.15 In PIT D180 TSP11 + 0.672m 0.020

74 A 1 18 1.160 13 35.53 In PIT D180 TSP11 + 0.675m 0.020

75 A 1 19 1.700 11 31.61 In PIT D180 TSP11 + 0.411m 0.030

76 A 1 20 1.590 10 27.77 In PIT D180 TSP11 + 0.181m 0.030

77 A 1 21 1.230 3 11.24 In PIT D180 TSP8 + 0.226m 0.010

78 A 1 22 0.710 11 29.66 In PIT D180 TSP11 + 0.331m 0.010

79 A 1 23 0.940 6 18.12 In PIT D180 TSP10 + 0.270m 0.010

80 A 1 24 1.430 9 23.94 In PIT D180 TSP6 + 0.180m 0.060

81 A 1 26 0.610 11 29.20 In PIT D180 TSP11 + 0.158m 0.010

82 A 1 27 0.740 8 23.66 In PIT D180 TSP11 + 0.324m 0.020

83 A 1 28 1.300 10 28.00 In PIT D180 TSP11 + 0.286m 0.010

84 A 1 29 1.560 10 28.41 In PIT D180 TSP2 + 0.027m 0.030

85 A 1 30 1.090 11 29.98 In PIT D180 TSP11 + 0.362m 0.040

86 A 1 31 0.960 5 15.58 In PIT D180 TSP11 + 0.310m 0.010

87 A 1 32 0.750 9 25.35 In PIT D180 TSP3 + 0.049m 0.020

88 A 1 33 1.190 11 29.15 In PIT D180 TSP11 + 0.200m 0.020

89 A 1 34 0.950 12 31.84 In PIT D180 TSP11 + 0.381m 0.010

90 A 1 35 2.550 11 30.26 In PIT D180 TSP8 + 0.535m 0.020

91 A 1 36 1.380 9 25.80 In PIT D180 TSP11 + 0.295m 0.020

92 A 1 37 1.480 3 11.60 In PIT D180 TSP11 + 0.438m 0.010

93 A 1 38 1.180 12 32.70 In PIT D180 TSP11 + 0.385m 0.010

94 A 1 39 2.690 12 32.62 In PIT D180 TSP11 + 0.380m 0.030

95 A 1 40 0.830 6 17.89 In PIT D180 TSP11 + 0.343m 0.020

96 A 1 41 1.450 10 26.70 In PIT D180 TSP11 + 0.354m 0.010

97 A 2 1 2.850 7 20.19 In PIT D180 TSP11 + 0.358m 0.020

98 A 2 2 1.680 9 26.72 In PIT D180 TSP11 + 0.380m 0.020

99 A 2 3 1.330 5 15.40 In PIT D180 TSP4 + 0.439m 0.030

100 A 2 4 1.800 8 23.12 In PIT D180 TSP1 + 0.166m 0.030

101 A 2 5 2.850 8 24.33 In PIT D180 TSP9 + 0.189m 0.030

102 A 2 7 0.800 7 22.27 In PIT D180 TSP11 + 0.306m 0.020

103 A 2 8 2.690 12 32.00 In PIT D180 TSP11 + 0.211m 0.030

104 A 2 10 2.400 10 27.36 In PIT D180 TSP11 + 0.430m 0.020

105 A 2 11 0.440 9 26.51 In PIT D180 TSP11 + 0.170m 0.010

106 A 2 14 1.800 8 22.73 In PIT D180 TSP2 + 0.265m 0.020

107 A 2 15 1.430 12 32.61 In PIT D180 TSP11 + 0.224m 0.020

108 A 2 16 1.570 7 21.66 In PIT D180 TSP11 + 0.363m 0.020

109 A 2 17 1.310 7 20.28 In PIT D180 TSP4 + 0.399m 0.040

110 A 2 18 0.750 6 19.30 In PIT D180 TSP4 + 0.504m 0.030

111 A 2 20 0.730 14 38.88 In PIT D180 TSP11 + 0.308m 0.010

112 A 2 21 0.870 6 18.37 In PIT D180 TSP11 + 0.255m 0.020

113 A 2 22 1.010 5 17.45 In PIT D180 TSP8 + 0.113m 0.030

114 A 2 23 1.090 9 25.81 In PIT D180 TSP11 + 0.162m 0.010

