ID,Zone,Row,Col,Volts,Deg.,Depth,Side,Eval,Channel,Location,Extent
58,A,1,1.0,0.68,7.0,21.55,In,PIT,D180,TSP11+0.365m,0.02
59,A,1,2.0,1.09,10.0,28.08,In,PIT,D180,TSP11+0.171m,0.01
60,A,1,3.0,0.93,5.0,15.78,In,PIT,D180,TSP10+0.316m,0.02
61,A,1,4.0,1.34,9.0,26.45,In,PIT,D180,TSP10+0.204m,0.02
62,A,1,5.0,1.58,4.0,13.92,In,PIT,D180,TSP9+0.453m,0.05
63,A,1,6.0,1.4,3.0,10.89,In,PIT,D180,TSP5+0.288m,0.03
64,A,1,7.0,1.11,6.0,18.61,In,PIT,D180,TSP10+0.395m,0.02
65,A,1,8.0,0.96,16.0,42.39,In,PIT,D180,TSP11+0.283m,0.01
66,A,1,9.0,0.83,7.0,20.30,In,PIT,D180,TSP8+0.218m,0.02
67,A,1,10.0,1.32,5.0,16.50,In,PIT,D180,TSP10+0.155m,0.01
68,A,1,12.0,1.39,12.0,31.93,In,PIT,D180,TSP11+0.312m,0.01
69,A,1,13.0,1.18,8.0,22.36,In,PIT,D180,TSP8+0.282m,0.03
70,A,1,14.0,0.73,4.0,13.46,In,PIT,D180,TSP11+0.260m,0.01
71,A,1,15.0,0.59,3.0,12.09,In,PIT,D180,TSP11+0.211m,0.01
72,A,1,16.0,0.65,5.0,16.97,In,PIT,D180,TSP10+0.150m,0.03
73,A,1,17.0,0.73,6.0,19.15,In,PIT,D180,TSP11+0.672m,0.02
74,A,1,18.0,1.16,13.0,35.53,In,PIT,D180,TSP11+0.675m,0.02
75,A,1,19.0,1.7,11.0,31.61,In,PIT,D180,TSP11+0.411m,0.03
76,A,1,20.0,1.59,10.0,27.77,In,PIT,D180,TSP11+0.181m,0.03
77,A,1,21.0,1.23,3.0,11.24,In,PIT,D180,TSP8+0.226m,0.01
78,A,1,22.0,0.71,11.0,29.66,In,PIT,D180,TSP11+0.331m,0.01
79,A,1,23.0,0.94,6.0,18.12,In,PIT,D180,TSP10+0.270m,0.01
80,A,1,24.0,1.43,9.0,23.94,In,PIT,D180,TSP6+0.180m,0.06
81,A,1,26.0,0.61,11.0,29.20,In,PIT,D180,TSP11+0.158m,0.01
82,A,1,27.0,0.74,8.0,23.66,In,PIT,D180,TSP11+0.324m,0.02
83,A,1,28.0,1.3,10.0,28.00,In,PIT,D180,TSP11+0.286m,0.01
84,A,1,29.0,1.56,10.0,28.41,In,PIT,D180,TSP2+0.027m,0.03
85,A,1,30.0,1.09,11.0,29.98,In,PIT,D180,TSP11+0.362m,0.04
86,A,1,31.0,0.96,5.0,15.58,In,PIT,D180,TSP11+0.310m,0.01
87,A,1,32.0,0.75,9.0,25.35,In,PIT,D180,TSP3+0.049m,0.02
88,A,1,33.0,1.19,11.0,29.15,In,PIT,D180,TSP11+0.200m,0.02
89,A,1,34.0,0.95,12.0,31.84,In,PIT,D180,TSP11+0.381m,0.01
90,A,1,35.0,2.55,11.0,30.26,In,PIT,D180,TSP8+0.535m,0.02
91,A,1,36.0,1.38,9.0,25.80,In,PIT,D180,TSP11+0.295m,0.02
92,A,1,37.0,1.48,3.0,11.60,In,PIT,D180,TSP11+0.438m,0.01
93,A,1,38.0,1.18,12.0,32.70,In,PIT,D180,TSP11+0.385m,0.01
94,A,1,39.0,2.69,12.0,32.62,In,PIT,D180,TSP11+0.380m,0.03
95,A,1,40.0,0.83,6.0,17.89,In,PIT,D180,TSP11+0.343m,0.02
96,A,1,41.0,1.45,10.0,26.70,In,PIT,D180,TSP11+0.354m,0.01
97,A,2,1.0,2.85,7.0,20.19,In,PIT,D180,TSP11+0.358m,0.02
98,A,2,2.0,1.68,9.0,26.72,In,PIT,D180,TSP11+0.380m,0.02
99,A,2,3.0,1.33,5.0,15.40,In,PIT,D180,TSP4+0.439m,0.03
100,A,2,4.0,1.8,8.0,23.12,In,PIT,D180,TSP1+0.166m,0.03
101,A,2,5.0,2.85,8.0,24.33,In,PIT,D180,TSP9+0.189m,0.03
102,A,2,7.0,0.8,7.0,22.27,In,PIT,D180,TSP11+0.306m,0.02
103,A,2,8.0,2.69,12.0,32.00,In,PIT,D180,TSP11+0.211m,0.03
104,A,2,10.0,2.4,10.0,27.36,In,PIT,D180,TSP11+0.430m,0.02
105,A,2,11.0,0.44,9.0,26.51,In,PIT,D180,TSP11+0.170m,0.01
106,A,2,14.0,1.8,8.0,22.73,In,PIT,D180,TSP2+0.265m,0.02
107,A,2,15.0,1.43,12.0,32.61,In,PIT,D180,TSP11+0.224m,0.02
108,A,2,16.0,1.57,7.0,21.66,In,PIT,D180,TSP11+0.363m,0.02
109,A,2,17.0,1.31,7.0,20.28,In,PIT,D180,TSP4+0.399m,0.04
110,A,2,18.0,0.75,6.0,19.30,In,PIT,D180,TSP4+0.504m,0.03
111,A,2,20.0,0.73,14.0,38.88,In,PIT,D180,TSP11+0.308m,0.01
112,A,2,21.0,0.87,6.0,18.37,In,PIT,D180,TSP11+0.255m,0.02
113,A,2,22.0,1.01,5.0,17.45,In,PIT,D180,TSP8+0.113m,0.03
114,A,2,23.0,1.09,9.0,25.81,In,PIT,D180,TSP11+0.162m,0.01
115,A,2,25.0,1.98,12.0,32.59,In,PIT,D180,TSP11+0.363m,0.02
116,A,2,26.0,1.42,7.0,21.00,In,PIT,D180,TSP6+0.371m,0.02
117,A,2,27.0,1.87,11.0,31.26,In,PIT,D180,TSP5+0.294m,0.02
118,A,2,28.0,2.8,11.0,31.70,In,PIT,D180,TSP11+0.209m,0.03
119,A,2,29.0,1.26,7.0,20.90,In,PIT,D180,TSP11+0.145m,0.02
120,A,2,30.0,0.59,9.0,24.76,In,PIT,D180,TSP11+0.282m,0.01
121,A,2,31.0,1.41,9.0,24.12,In,PIT,D180,TSP11+0.405m,0.03
122,A,2,32.0,0.91,13.0,34.39,In,PIT,D180,TSP11+0.362m,0.02
123,A,2,33.0,0.83,8.0,23.46,In,PIT,D180,TSP11+0.275m,0.01
124,A,2,34.0,1.74,11.0,30.17,In,PIT,D180,TSP11+0.298m,0.01
